,p-value,cell.line,DIP1,DIP2,div1,div2,dth1,dth2
229,0.020007501377620644,PC9.DS8,0.0009,0.0073,0.026,0.028999999999999998,0.025099999999999997,0.021699999999999997
230,0.003988725701679903,PC9.DS8,0.0009,0.0075,0.026,0.028999999999999998,0.025099999999999997,0.0215
231,0.0036848793861120758,PC9.DS8,0.0011,0.0055,0.026,0.028999999999999998,0.0249,0.0235
232,0.0164168054350863,PC9.DS8,0.0011,0.005699999999999999,0.026,0.028999999999999998,0.0249,0.023299999999999998
233,0.0010952715531716375,PC9.DS8,0.0011,0.0059,0.026,0.028999999999999998,0.0249,0.0231
234,0.09589384550952428,PC9.DS8,0.0011,0.0060999999999999995,0.026,0.028999999999999998,0.0249,0.022899999999999997
235,0.0022610215797436235,PC9.DS8,0.0011,0.0063,0.026,0.028999999999999998,0.0249,0.022699999999999998
236,0.05411071658297246,PC9.DS8,0.0011,0.0065,0.026,0.028999999999999998,0.0249,0.0225
237,0.02686763692234752,PC9.DS8,0.0011,0.006699999999999999,0.026,0.028999999999999998,0.0249,0.0223
238,0.00209918856014919,PC9.DS8,0.0011,0.0069,0.026,0.028999999999999998,0.0249,0.022099999999999998
239,0.05299451244463439,PC9.DS8,0.0011,0.0070999999999999995,0.026,0.028999999999999998,0.0249,0.0219
240,0.01097715051280303,PC9.DS8,0.0011,0.0073,0.026,0.028999999999999998,0.0249,0.021699999999999997
241,0.005912588987111616,PC9.DS8,0.0011,0.0075,0.026,0.028999999999999998,0.0249,0.0215
242,0.0007667493905230439,PC9.DS8,0.0013,0.0055,0.026,0.028999999999999998,0.0247,0.0235
243,0.0001282897529138933,PC9.DS8,0.0013,0.005699999999999999,0.026,0.028999999999999998,0.0247,0.023299999999999998
244,0.0030631424289028894,PC9.DS8,0.0013,0.0059,0.026,0.028999999999999998,0.0247,0.0231
245,0.007968647449231517,PC9.DS8,0.0013,0.0060999999999999995,0.026,0.028999999999999998,0.0247,0.022899999999999997
246,0.012623248880158448,PC9.DS8,0.0013,0.0063,0.026,0.028999999999999998,0.0247,0.022699999999999998
247,0.0067706092073444605,PC9.DS8,0.0013,0.0065,0.026,0.028999999999999998,0.0247,0.0225
248,0.013582572010991174,PC9.DS8,0.0013,0.006699999999999999,0.026,0.028999999999999998,0.0247,0.0223
249,0.0029910388281599296,PC9.DS8,0.0013,0.0069,0.026,0.028999999999999998,0.0247,0.022099999999999998
250,9.68774101182147e-06,PC9.DS8,0.0013,0.0070999999999999995,0.026,0.028999999999999998,0.0247,0.0219
251,0.00027792454090337377,PC9.DS8,0.0013,0.0073,0.026,0.028999999999999998,0.0247,0.021699999999999997
252,0.003114423714243686,PC9.DS8,0.0013,0.0075,0.026,0.028999999999999998,0.0247,0.0215
