,p-value,cell.line,DIP Rate,Division Rate,Death Rate,param.pair,Cell Line
171,0.01280297929317591,not.assigned,0.0011,0.021,0.0199,171,not.assigned
172,0.0016798901182282257,not.assigned,0.0011,0.021,0.0199,172,not.assigned
173,4.835532702070451e-05,not.assigned,0.0011,0.021,0.0199,173,not.assigned
174,0.037941730425649335,not.assigned,0.0011,0.021,0.0199,174,not.assigned
175,0.024850496295003792,not.assigned,0.0011,0.021,0.0199,175,not.assigned
176,0.0015430114198802982,not.assigned,0.0013,0.021,0.019700000000000002,176,not.assigned
177,0.0008043968996046981,not.assigned,0.0013,0.021,0.019700000000000002,177,not.assigned
178,0.002393904303309417,not.assigned,0.0013,0.021,0.019700000000000002,178,not.assigned
179,0.002111244816704221,not.assigned,0.0013,0.021,0.019700000000000002,179,not.assigned
180,2.968146390063354e-05,not.assigned,0.0013,0.021,0.019700000000000002,180,not.assigned
181,0.002931365779841873,not.assigned,0.0013,0.021,0.019700000000000002,181,not.assigned
182,0.004365693700453401,not.assigned,0.0013,0.021,0.019700000000000002,182,not.assigned
183,0.0022610215797436235,not.assigned,0.0013,0.021,0.019700000000000002,183,not.assigned
184,0.005147582742527972,not.assigned,0.0013,0.021,0.019700000000000002,184,not.assigned
185,6.585612597814106e-05,not.assigned,0.0013,0.021,0.019700000000000002,185,not.assigned
186,0.003560362205371697,not.assigned,0.0013,0.021,0.019700000000000002,186,not.assigned
187,4.516585305285113e-05,not.assigned,0.0015,0.021,0.0195,187,not.assigned
188,1.4686310083676988e-05,not.assigned,0.0015,0.021,0.0195,188,not.assigned
189,8.487815110526313e-06,not.assigned,0.0015,0.021,0.0195,189,not.assigned
190,0.00047060718443625354,not.assigned,0.0015,0.021,0.0195,190,not.assigned
191,3.75136132984781e-09,not.assigned,0.0015,0.021,0.0195,191,not.assigned
192,3.694264497465862e-05,not.assigned,0.0015,0.021,0.0195,192,not.assigned
193,2.034373071898883e-06,not.assigned,0.0015,0.021,0.0195,193,not.assigned
194,6.640380786547902e-06,not.assigned,0.0015,0.021,0.0195,194,not.assigned
195,0.00022883661272720375,not.assigned,0.0015,0.021,0.0195,195,not.assigned
196,2.968146390063354e-05,not.assigned,0.0015,0.021,0.0195,196,not.assigned
197,1.1346180277720559e-06,not.assigned,0.0015,0.021,0.0195,197,not.assigned
198,0.002504942112112228,not.assigned,0.0005,0.021,0.0205,198,not.assigned
199,2.147389112472674e-07,not.assigned,0.0005,0.021,0.0205,199,not.assigned
200,1.3005282104047136e-07,not.assigned,0.0005,0.021,0.0205,200,not.assigned
201,0.0012911808956990371,not.assigned,0.0005,0.021,0.0205,201,not.assigned
202,0.009663210030581064,not.assigned,0.0005,0.021,0.0205,202,not.assigned
203,7.2897052006036694e-06,not.assigned,0.0005,0.021,0.0205,203,not.assigned
204,0.0009746540540802079,not.assigned,0.0005,0.021,0.0205,204,not.assigned
205,0.00017456262169246236,not.assigned,0.0005,0.021,0.0205,205,not.assigned
206,0.0002510764413465779,not.assigned,0.0005,0.021,0.0205,206,not.assigned
207,0.008751229701259472,not.assigned,0.0005,0.021,0.0205,207,not.assigned
208,0.0023508505427737325,not.assigned,0.0005,0.021,0.0205,208,not.assigned
209,0.00011531675909350974,not.assigned,0.0007,0.021,0.020300000000000002,209,not.assigned
210,0.0008656720592664487,not.assigned,0.0007,0.021,0.020300000000000002,210,not.assigned
211,0.00012773073429377536,not.assigned,0.0007,0.021,0.020300000000000002,211,not.assigned
212,0.0003395706356293989,not.assigned,0.0007,0.021,0.020300000000000002,212,not.assigned
213,0.0002730294739080191,not.assigned,0.0007,0.021,0.020300000000000002,213,not.assigned
214,0.0008785374609312604,not.assigned,0.0007,0.021,0.020300000000000002,214,not.assigned
215,0.0034524764356416477,not.assigned,0.0007,0.021,0.020300000000000002,215,not.assigned
216,0.018882367809369194,not.assigned,0.0007,0.021,0.020300000000000002,216,not.assigned
217,0.006601007795503018,not.assigned,0.0007,0.021,0.020300000000000002,217,not.assigned
218,0.007244192427984894,not.assigned,0.0007,0.021,0.020300000000000002,218,not.assigned
219,0.11169743970691987,PC9-DS8,0.0007,0.021,0.020300000000000002,219,PC9-DS8.1
220,0.001862375150540695,not.assigned,0.0009,0.021,0.0201,220,not.assigned
221,0.0053606862313579935,not.assigned,0.0009,0.021,0.0201,221,not.assigned
222,0.0005944216843341164,not.assigned,0.0009,0.021,0.0201,222,not.assigned
223,0.004379504432546173,not.assigned,0.0009,0.021,0.0201,223,not.assigned
224,0.016261662125385875,not.assigned,0.0009,0.021,0.0201,224,not.assigned
225,0.0003808719999286826,not.assigned,0.0009,0.021,0.0201,225,not.assigned
226,0.0001391654963215444,not.assigned,0.0009,0.021,0.0201,226,not.assigned
227,0.0008585243779412207,not.assigned,0.0009,0.021,0.0201,227,not.assigned
228,5.877075427405594e-05,not.assigned,0.0009,0.021,0.0201,228,not.assigned
229,0.020220493171728426,not.assigned,0.0009,0.021,0.0201,229,not.assigned
230,0.013582572010991174,not.assigned,0.0009,0.021,0.0201,230,not.assigned
231,0.0018283300922629032,not.assigned,0.0011,0.021,0.0199,231,not.assigned
232,0.000526616679053117,not.assigned,0.0011,0.021,0.0199,232,not.assigned
233,0.0005267948702488949,not.assigned,0.0011,0.021,0.0199,233,not.assigned
234,0.0003868713908310478,not.assigned,0.0011,0.021,0.0199,234,not.assigned
235,0.009352894619296124,not.assigned,0.0011,0.021,0.0199,235,not.assigned
236,0.025124319900422753,not.assigned,0.0011,0.021,0.0199,236,not.assigned
237,1.4946444754802694e-05,not.assigned,0.0011,0.021,0.0199,237,not.assigned
238,0.00041668387569470446,not.assigned,0.0011,0.021,0.0199,238,not.assigned
239,0.0013437249109668815,not.assigned,0.0011,0.021,0.0199,239,not.assigned
240,0.00039869738859321977,not.assigned,0.0011,0.021,0.0199,240,not.assigned
241,0.00020934697979721538,not.assigned,0.0011,0.021,0.0199,241,not.assigned
242,0.001936967584454673,not.assigned,0.0013,0.021,0.019700000000000002,242,not.assigned
243,0.0015746955791535646,not.assigned,0.0013,0.021,0.019700000000000002,243,not.assigned
244,0.001732741823426406,not.assigned,0.0013,0.021,0.019700000000000002,244,not.assigned
245,0.0004917261008497294,not.assigned,0.0013,0.021,0.019700000000000002,245,not.assigned
246,0.006298608404951747,not.assigned,0.0013,0.021,0.019700000000000002,246,not.assigned
247,0.0029910388281599296,not.assigned,0.0013,0.021,0.019700000000000002,247,not.assigned
248,0.008412829710643032,not.assigned,0.0013,0.021,0.019700000000000002,248,not.assigned
249,0.0001282897529138933,not.assigned,0.0013,0.021,0.019700000000000002,249,not.assigned
250,0.005773494595773975,not.assigned,0.0013,0.021,0.019700000000000002,250,not.assigned
251,0.0012240466529223348,not.assigned,0.0013,0.021,0.019700000000000002,251,not.assigned
252,0.004256856893802527,not.assigned,0.0013,0.021,0.019700000000000002,252,not.assigned
253,3.9066370217968757e-07,not.assigned,0.0015,0.021,0.0195,253,not.assigned
254,0.0001577972933915734,not.assigned,0.0015,0.021,0.0195,254,not.assigned
255,0.00015006683319357915,not.assigned,0.0015,0.021,0.0195,255,not.assigned
256,4.125414649854862e-06,not.assigned,0.0015,0.021,0.0195,256,not.assigned
257,0.0007565557635258352,not.assigned,0.0015,0.021,0.0195,257,not.assigned
258,8.28439260106819e-05,not.assigned,0.0015,0.021,0.0195,258,not.assigned
259,9.70903603807296e-05,not.assigned,0.0015,0.021,0.0195,259,not.assigned
260,0.0002405261708365884,not.assigned,0.0015,0.021,0.0195,260,not.assigned
261,2.981090059673533e-05,not.assigned,0.0015,0.021,0.0195,261,not.assigned
262,9.435279341193045e-06,not.assigned,0.0015,0.021,0.0195,262,not.assigned
263,0.00012050448406223642,not.assigned,0.0015,0.021,0.0195,263,not.assigned
264,0.0005032256004292131,not.assigned,0.0005,0.021,0.0205,264,not.assigned
265,0.00021786705532372009,not.assigned,0.0005,0.021,0.0205,265,not.assigned
266,0.0006504874409414165,not.assigned,0.0005,0.021,0.0205,266,not.assigned
267,4.121344011944143e-05,not.assigned,0.0005,0.021,0.0205,267,not.assigned
268,0.0028280440110972174,not.assigned,0.0005,0.021,0.0205,268,not.assigned
269,4.027939096048314e-05,not.assigned,0.0005,0.021,0.0205,269,not.assigned
270,0.0004438156527859268,not.assigned,0.0005,0.021,0.0205,270,not.assigned
271,2.3677359849408366e-06,not.assigned,0.0005,0.021,0.0205,271,not.assigned
272,0.0006040332321386438,not.assigned,0.0005,0.021,0.0205,272,not.assigned
273,6.378956219914366e-06,not.assigned,0.0005,0.021,0.0205,273,not.assigned
274,2.7421224419479172e-05,not.assigned,0.0005,0.021,0.0205,274,not.assigned
275,0.000539524492074879,not.assigned,0.0007,0.021,0.020300000000000002,275,not.assigned
276,9.49917400868728e-07,not.assigned,0.0007,0.021,0.020300000000000002,276,not.assigned
277,2.8988920884753206e-06,not.assigned,0.0007,0.021,0.020300000000000002,277,not.assigned
278,0.027917395266910894,not.assigned,0.0007,0.021,0.020300000000000002,278,not.assigned
279,0.003798422453224988,not.assigned,0.0007,0.021,0.020300000000000002,279,not.assigned
280,4.0738424321396476e-05,not.assigned,0.0007,0.021,0.020300000000000002,280,not.assigned
281,0.0006976470984520834,not.assigned,0.0007,0.021,0.020300000000000002,281,not.assigned
282,0.00042775959011624417,not.assigned,0.0007,0.021,0.020300000000000002,282,not.assigned
283,0.00209918856014919,not.assigned,0.0007,0.021,0.020300000000000002,283,not.assigned
284,0.00030247965816832906,not.assigned,0.0007,0.021,0.020300000000000002,284,not.assigned
285,2.8530001982241653e-06,not.assigned,0.0007,0.021,0.020300000000000002,285,not.assigned
286,0.0035981641952292165,not.assigned,0.0009,0.021,0.0201,286,not.assigned
287,0.0002535980874512949,not.assigned,0.0009,0.021,0.0201,287,not.assigned
288,0.02052839523778281,not.assigned,0.0009,0.021,0.0201,288,not.assigned
289,0.0034983389600194564,not.assigned,0.0009,0.021,0.0201,289,not.assigned
290,0.0005450074658278402,not.assigned,0.0009,0.021,0.0201,290,not.assigned
291,3.626679334617987e-05,not.assigned,0.0009,0.021,0.0201,291,not.assigned
292,0.0015221045587444518,not.assigned,0.0009,0.021,0.0201,292,not.assigned
293,0.00016035358108454532,not.assigned,0.0009,0.021,0.0201,293,not.assigned
294,0.07418999019068256,not.assigned,0.0009,0.021,0.0201,294,not.assigned
295,0.010535557181141589,not.assigned,0.0009,0.021,0.0201,295,not.assigned
296,0.000981040019223047,not.assigned,0.0009,0.021,0.0201,296,not.assigned
297,0.00040838779368726605,not.assigned,0.0011,0.021,0.0199,297,not.assigned
298,0.03694650610374897,not.assigned,0.0011,0.021,0.0199,298,not.assigned
299,0.011048882461692774,not.assigned,0.0011,0.021,0.0199,299,not.assigned
