,Type,Percent Resistant,Cells per Well,Wells per Plate,DIP Rates
284,resistant,0.500000,50,96,"[ 0.03525287  0.03542846  0.03536414  0.03503274  0.03470663  0.03485489
  0.03481677  0.03521582  0.03527369  0.03493783  0.03511189  0.03508218
  0.03499192  0.03465659  0.03536254  0.0348501   0.03461902  0.03534677
  0.03483616  0.03535781  0.03507486  0.03542611  0.03479962  0.03515958
  0.03481731  0.03483311  0.03471684  0.03492704  0.03489323  0.03517544
  0.03488249  0.03540878  0.03488164  0.03509791  0.03519216  0.03486397
  0.03511781  0.0353739   0.03500892  0.03501522  0.03482008  0.03533312
  0.03477814  0.03552269  0.03517547  0.03555315  0.03517626  0.03470736
  0.03507832  0.03474887  0.03499237  0.03539768  0.03526327  0.03479086
  0.03507518  0.03497809  0.03475043  0.03494275  0.03517792  0.03481978
  0.03553975  0.03516004  0.03513876  0.03481846  0.03498533  0.03516386
  0.0353255   0.03526827  0.03520568  0.03465403  0.03508952  0.03510218
  0.03501167  0.03491975  0.03481929  0.03511569  0.03522457  0.03544187
  0.03489653  0.0350079   0.03536658  0.03485481  0.03518459  0.03475579
  0.03473652  0.03427418  0.03493655  0.03496196  0.03497329  0.03513416
  0.03482504  0.03492402  0.03469771  0.03492372  0.03532366  0.0349727 ]"
285,resistant,0.250000,50,384,"[ 0.03497366  0.03492925  0.03501387  0.03538768  0.03482686  0.03531291
  0.03533721  0.03536825  0.03581625  0.03438646  0.03515587  0.03548064
  0.03554193  0.03470735  0.03512536  0.03440702  0.03470744  0.03521328
  0.03561452  0.03374209  0.03529918  0.03496569  0.0359743   0.03441076
  0.03479761  0.03479857  0.03509577  0.03521155  0.03490023  0.0353206
  0.03501027  0.03455792  0.03487189  0.03496057  0.03499603  0.03426193
  0.03507402  0.03485408  0.03487514  0.03515267  0.03511857  0.03537972
  0.03559525  0.03526175  0.03507032  0.03508879  0.03544252  0.03519406
  0.03533554  0.03414255  0.03470856  0.03504845  0.03466299  0.03477743
  0.03443775  0.0348248   0.03538056  0.03494828  0.0347338   0.03510437
  0.03515687  0.03433286  0.03573407  0.03526687  0.03539335  0.03446905
  0.03463331  0.034637    0.0349965   0.03551012  0.03500291  0.03537142
  0.0352624   0.03486817  0.0353386   0.03492429  0.03488853  0.03525013
  0.03486893  0.03461155  0.03495294  0.0354963   0.03471065  0.03503648
  0.03550694  0.03519072  0.03422062  0.03400471  0.03481763  0.0345341
  0.034285    0.03526717  0.03469653  0.03452116  0.03541673  0.03426078
  0.03466302  0.03486715  0.03517466  0.03456799  0.03435183  0.03484958
  0.03448593  0.03481936  0.03512351  0.03444205  0.03463841  0.03550051
  0.03467674  0.03513323  0.0354729   0.0351402   0.03534073  0.03554895
  0.035063    0.03569691  0.03486101  0.03464559  0.03546186  0.03510966
  0.03552811  0.03508551  0.03490584  0.0351771   0.0350439   0.03504766
  0.0348447   0.03488187  0.03550416  0.03521728  0.03477138  0.03435333
  0.03543107  0.03455319  0.03461834  0.03538702  0.03469428  0.03531444
  0.03456836  0.03482309  0.03500924  0.03511866  0.03528837  0.03454715
  0.0343143   0.03483776  0.03512492  0.03458962  0.0353774   0.03572354
  0.03472916  0.03481885  0.03469632  0.03520362  0.03431709  0.03542478
  0.03540855  0.03557196  0.03506902  0.0345736   0.03535087  0.03484213
  0.03513072  0.03495787  0.03421389  0.03520696  0.03457094  0.03539942
  0.0349049   0.03503278  0.03489708  0.03445165  0.03491511  0.03553634
  0.03489625  0.03527709  0.03540064  0.03520823  0.03463468  0.03527172
  0.03472039  0.0350272   0.03447169  0.03477419  0.03539708  0.03548095
  0.03429769  0.03508795  0.03497188  0.03519587  0.03544643  0.03518352
  0.03440736  0.03498848  0.03487104  0.03531501  0.03460643  0.03417321
  0.0354737   0.03567866  0.03477834  0.03505944  0.03482004  0.03539306
  0.03617615  0.03501396  0.03458812  0.03518247  0.03511823  0.03456167
  0.03487578  0.03536254  0.03524265  0.03479412  0.03436834  0.03446793
  0.03473559  0.03437158  0.0343181   0.03541888  0.0349568   0.03556074
  0.03429786  0.03475787  0.03499415  0.03477777  0.0348458   0.03550451
  0.03545973  0.03548454  0.0349959   0.03505309  0.03533381  0.03548762
  0.03395643  0.03465607  0.03529382  0.03493721  0.03447977  0.03508187
  0.03425038  0.03553633  0.0353545   0.03488024  0.0353294   0.03427398
  0.03543196  0.03464305  0.03436392  0.03430766  0.03585613  0.03435362
  0.03509164  0.03630785  0.03557926  0.0349735   0.03574446  0.03445142
  0.03466712  0.03555975  0.03459998  0.03509368  0.03458051  0.03419243
  0.0350398   0.03477048  0.03386765  0.03556304  0.03566049  0.0352401
  0.03430735  0.0351266   0.03496296  0.03483605  0.03473497  0.03455377
  0.03511664  0.03558582  0.03528376  0.03485986  0.03539887  0.03528578
  0.03500928  0.03450828  0.03414956  0.03430114  0.03517223  0.03530826
  0.03428081  0.03480749  0.03348001  0.0348831   0.03480117  0.03462391
  0.03540891  0.03475666  0.0347018   0.0351206   0.03507609  0.03529906
  0.03545634  0.03477616  0.03498518  0.03495959  0.03457592  0.03522224
  0.03494865  0.0352206   0.03481069  0.03538555  0.03535218  0.03515027
  0.03554817  0.03497509  0.03548022  0.03547011  0.03481509  0.03492105
  0.03479742  0.03486495  0.0345676   0.03497082  0.03517324  0.03487056
  0.03474601  0.03390971  0.03542916  0.03506821  0.03506259  0.03529379
  0.03485617  0.0351685   0.03498224  0.03527857  0.03504301  0.03456289
  0.03484708  0.03544632  0.03444479  0.03508638  0.0344997   0.03440014
  0.03563533  0.03437325  0.03492503  0.03486037  0.03561412  0.03496138
  0.03485808  0.03578275  0.03588722  0.03550065  0.03568988  0.0353134
  0.0351267   0.03490646  0.03556118  0.03489444  0.03565202  0.03443728
  0.03413075  0.03509029  0.03509638  0.03477626  0.03500503  0.03545089
  0.03582626  0.03524923  0.0347256   0.03439924  0.03506104  0.0350457
  0.03536657  0.03444593  0.03494534  0.03458836  0.03507428  0.03525727
  0.03513254  0.03520273  0.03477384  0.034385    0.0346805   0.03475016]"
291,resistant,0.000000,50,96,[]
293,resistant,0.000010,50,384,[]
294,resistant,0.000000,25,384,[]
295,resistant,0.000010,25,1536,[ 0.03741004]
298,resistant,0.000000,25,96,[]
300,resistant,0.001000,10,1536,"[ 0.03477159  0.03594643  0.03475272  0.03456107  0.03497358  0.0383585
  0.03552933  0.03527202  0.03557985  0.0349511   0.03555416  0.0351014
  0.03604648]"
302,resistant,0.001000,25,96,[]
304,resistant,0.250000,50,1536,"[ 0.03509193  0.03463015  0.03555637 ...,  0.03473058  0.03490974
  0.0355896 ]"
305,resistant,0.200000,50,1536,"[ 0.03435299  0.03526244  0.03463124 ...,  0.03495888  0.03486061  0.035014  ]"
306,resistant,0.000001,25,384,[]
309,resistant,1.000000,50,384,"[ 0.03473185  0.03476849  0.03483512  0.03498374  0.0348867   0.03483409
  0.03495403  0.03518825  0.03502344  0.03477969  0.03513739  0.03481835
  0.03506573  0.03528761  0.03504612  0.03492352  0.03514445  0.03478739
  0.03486271  0.03504446  0.03477885  0.03495551  0.03478353  0.03534261
  0.03506715  0.03505381  0.03509371  0.0351268   0.03492915  0.03519096
  0.03495577  0.03492951  0.0349294   0.03478298  0.03496017  0.03493272
  0.03473481  0.03502376  0.03452645  0.03543028  0.03461715  0.03511149
  0.03493675  0.03523459  0.03518487  0.03499166  0.03499228  0.03534442
  0.03512711  0.03479825  0.03520694  0.03503601  0.03484546  0.03505875
  0.03493001  0.03490163  0.03525762  0.03516615  0.03488607  0.03497468
  0.0349811   0.03498861  0.0352372   0.0350566   0.03516958  0.03467082
  0.03470096  0.03530792  0.03510816  0.03512709  0.0350331   0.03507431
  0.0349266   0.0348296   0.03525637  0.03521471  0.03470256  0.03515429
  0.03492147  0.0342487   0.03455941  0.03482303  0.03484256  0.03525944
  0.03532809  0.03461771  0.03501992  0.03471524  0.03469996  0.03492095
  0.03500477  0.03485327  0.03506764  0.03487246  0.03497329  0.0350627
  0.03512854  0.03480878  0.03483767  0.03520068  0.03485563  0.03501768
  0.03483834  0.03523456  0.03471563  0.03524179  0.03516666  0.03485276
  0.03455391  0.03487019  0.03529685  0.03474722  0.03493745  0.03512665
  0.03506234  0.035073    0.03524677  0.03488471  0.03490938  0.03527818
  0.03475718  0.03507984  0.0352261   0.03515349  0.03455817  0.03470163
  0.03515875  0.03514508  0.03495217  0.03542593  0.03507567  0.03434317
  0.03474958  0.03478004  0.03469164  0.03501766  0.0348993   0.03509731
  0.03513175  0.03518664  0.03533644  0.03502076  0.03483861  0.03508267
  0.0350555   0.03515801  0.035032    0.03464683  0.03510195  0.03480588
  0.03507775  0.03505728  0.03496203  0.03478675  0.03497656  0.03508197
  0.03481134  0.03519073  0.03524624  0.03529772  0.0349614   0.03489466
  0.03505948  0.03518532  0.03514594  0.03486671  0.03483741  0.03518075
  0.03502588  0.03503939  0.03527961  0.03515294  0.03521003  0.03502923
  0.03487725  0.03498734  0.03464179  0.03513913  0.0351708   0.03510462
  0.03473737  0.03476684  0.03509304  0.03486987  0.03465962  0.03487334
  0.03550224  0.03491884  0.03471649  0.03518971  0.03469624  0.03527721
  0.03492067  0.03497895  0.0350977   0.03489549  0.03497161  0.03493366
  0.03509473  0.0351002   0.03500701  0.03488204  0.03491201  0.03485531
  0.03472657  0.0348921   0.03501523  0.03541093  0.03502478  0.0350411
  0.0348082   0.03495836  0.03508096  0.03474374  0.03475664  0.03492478
  0.03495053  0.03469442  0.03487198  0.03500154  0.03505297  0.03484036
  0.03526062  0.03519823  0.03531808  0.0348186   0.0347547   0.03499672
  0.03515078  0.03515341  0.03458387  0.035       0.03487856  0.03497441
  0.03506132  0.03512495  0.03527835  0.03521562  0.03474744  0.03527034
  0.03509329  0.0348701   0.03507892  0.03525714  0.03517528  0.03495626
  0.0355042   0.03503778  0.03495354  0.03512283  0.03521011  0.03475262
  0.03517945  0.03488459  0.03528131  0.03488322  0.03534493  0.03501478
  0.03487717  0.03487276  0.03521415  0.03528099  0.0349414   0.03496921
  0.03450509  0.03503043  0.03503036  0.03489597  0.03506387  0.03494373
  0.03508964  0.03493787  0.03526912  0.03490452  0.03508519  0.03486004
  0.03486354  0.03522182  0.03462886  0.03466828  0.03497276  0.03522077
  0.03510103  0.03488035  0.03513142  0.03538997  0.03509676  0.03474536
  0.03449044  0.03483832  0.03503757  0.03487474  0.0352903   0.03506848
  0.03480496  0.03481834  0.03501763  0.03470112  0.0350298   0.03514824
  0.03494162  0.03500192  0.03493979  0.03529797  0.03498607  0.03512438
  0.03491455  0.03503804  0.03483193  0.03484275  0.03522604  0.03472901
  0.03496973  0.03498279  0.03488933  0.03506696  0.03522566  0.03518304
  0.03487597  0.03481317  0.03529174  0.03526023  0.03503157  0.03527161
  0.03485051  0.03512319  0.03492876  0.03516098  0.03499638  0.03514511
  0.03435715  0.03478104  0.03553732  0.03483765  0.03511227  0.03506514
  0.03512661  0.0353893   0.03508231  0.03507352  0.0349435   0.03502146
  0.03476087  0.03496516  0.03501399  0.03511023  0.03500718  0.03481666
  0.03480859  0.03499553  0.03470353  0.03495314  0.03473293  0.03514768
  0.03525661  0.03491318  0.03512745  0.03507322  0.03503503  0.0351133
  0.03481687  0.03503054  0.0356259   0.03525544  0.03479886  0.03493722
  0.03486307  0.03484687  0.03532658  0.03508603  0.03536753  0.03491336
  0.03493152  0.03533523  0.03505283  0.03530601  0.03465555  0.03474849
  0.03484628  0.03487932  0.03527492  0.03505669  0.03481959  0.03503709]"
311,resistant,1.000000,5,1536,"[ 0.03509711  0.03522282  0.0340638  ...,  0.0350352   0.03548928
  0.0338237 ]"
314,resistant,0.001000,25,1536,"[ 0.03271804  0.03572187  0.03313941  0.02906918  0.03225827  0.03538519
  0.0351553   0.03485496  0.03356993  0.03824467  0.03702225  0.03381938
  0.03699563  0.03365647  0.03470189  0.0356839   0.03508879  0.03477155
  0.0344849   0.03313094  0.03395743  0.03462188  0.03461462  0.03093832
  0.0348677   0.03634501  0.03633142]"
316,resistant,0.050000,5,384,"[ 0.03685541  0.03506633  0.03278856  0.03643935  0.03645665  0.03457312
  0.03469699  0.0353462   0.03533911  0.03427338  0.03547692  0.03622628
  0.03561878  0.03317001  0.03266319  0.03457564  0.03821684  0.03604978
  0.03565373  0.03752129  0.03499495  0.03469184  0.01839413  0.03416901
  0.03441058  0.03299731  0.03416983  0.03281294  0.03528354  0.03379473
  0.03355603  0.03546041  0.03641447  0.03411174  0.03274248  0.03427929
  0.03487147  0.03504441  0.03822991  0.03432962  0.03639399  0.03414726
  0.0352357   0.0352327   0.03451995  0.03686824  0.03257522  0.03398674
  0.0356134   0.03697354  0.03441937  0.03513615  0.0357849   0.03459129
  0.03433136  0.03811826  0.03269625  0.03502921  0.03660485  0.03342746
  0.03457643  0.03574354  0.03357375  0.03630675  0.03384932  0.02732353
  0.03072177  0.03349104  0.03562488  0.03567358  0.03565307  0.03487775]"
318,resistant,0.050000,10,96,"[ 0.03533438  0.03206535  0.03508093  0.03553167  0.0355382   0.03618214
  0.03559563  0.03501072  0.0356557   0.03409178  0.0349156   0.03547945
  0.03445524  0.03511747  0.0352569   0.03497374  0.03514821  0.03641416
  0.03513927  0.0383407   0.03511446  0.03795078  0.03199154  0.03577209
  0.03748149  0.03522298  0.03557849  0.03570094  0.03144996]"
320,resistant,0.000001,1,384,[]
322,resistant,0.250000,50,96,"[ 0.03491818  0.03508539  0.03559997  0.03474988  0.03463819  0.03563946
  0.03509667  0.03421246  0.03481874  0.03505821  0.03505839  0.03461828
  0.03535568  0.03572226  0.03521754  0.03577074  0.03457033  0.03531301
  0.03499394  0.03558937  0.03486794  0.03515558  0.034036    0.03537612
  0.03503143  0.03522753  0.03427794  0.03471173  0.034979    0.03519576
  0.0341872   0.03569759  0.03499679  0.03491825  0.03537393  0.03545169
  0.03487474  0.03487143  0.03517141  0.03479417  0.03553732  0.03537188
  0.0347452   0.03519884  0.03536098  0.0341223   0.03535805  0.03487251
  0.03503334  0.03515162  0.03420183  0.03531556  0.03470268  0.03464691
  0.03472164  0.03513745  0.03432133  0.03456102  0.03515841  0.03493858
  0.03444456  0.03477642  0.03557542  0.03536159  0.03504211  0.03479953
  0.03484124  0.03463946  0.03478227  0.03488003  0.03553773  0.03491004
  0.03467379  0.03485245  0.03506486  0.03493398  0.03522652  0.03478556
  0.03469191  0.03510089  0.03564764  0.03566597  0.03438584  0.03483908
  0.03494122  0.03509939  0.03503228  0.03437084  0.03431098  0.03544332
  0.03539106  0.03521964  0.03551181  0.03375538  0.03540196  0.03502772]"
324,resistant,0.000100,100,96,[ 0.03536041]
325,resistant,0.000010,100,384,[]
329,resistant,0.100000,100,384,"[ 0.03520647  0.03482813  0.03502327  0.03526257  0.03484309  0.03613553
  0.03533658  0.03481114  0.03483371  0.03481827  0.03493223  0.03542285
  0.03568063  0.03525244  0.03496231  0.03512512  0.03498235  0.03460838
  0.03453979  0.03516178  0.03461034  0.03507882  0.03558732  0.03776259
  0.03482979  0.03558654  0.03506802  0.03509037  0.0348488   0.03576388
  0.03481597  0.03412899  0.03445709  0.03500303  0.03451045  0.03552679
  0.03528777  0.03483959  0.03513631  0.03437149  0.03458073  0.03529479
  0.03488317  0.03484119  0.03435812  0.03517763  0.03506221  0.03515511
  0.03559055  0.03435024  0.03418334  0.03528982  0.03447224  0.03549792
  0.03508678  0.0355136   0.03483993  0.03451228  0.03534707  0.03502829
  0.03531532  0.035555    0.03564271  0.03547044  0.03495628  0.03492969
  0.03455713  0.03531289  0.03469721  0.03465216  0.03537652  0.0345763
  0.03451362  0.0344326   0.03470427  0.03538284  0.03504537  0.03464038
  0.03533285  0.03465103  0.03530548  0.03488001  0.03519324  0.03526539
  0.03463177  0.0347109   0.03542347  0.03575484  0.03540643  0.03558568
  0.03497178  0.03536391  0.03483492  0.0348292   0.03553071  0.0353326
  0.03438704  0.03501611  0.03424958  0.03470739  0.03505574  0.03501246
  0.03428654  0.03536938  0.03481327  0.03503145  0.03488479  0.03496565
  0.03437213  0.03486442  0.03544328  0.03455525  0.03437436  0.03537405
  0.03602397  0.0344852   0.03486445  0.0345603   0.03453279  0.03415116
  0.03529282  0.0348613   0.03498348  0.03552648  0.03496089  0.0358064
  0.03594947  0.03532914  0.03523781  0.03490049  0.03541066  0.03509779
  0.03495766  0.03464536  0.03474619  0.0346351   0.03451374  0.03515468
  0.03421262  0.03547049  0.03452952  0.03614957  0.03336775  0.03542051
  0.03527412  0.03533441  0.035116    0.03475921  0.03537753  0.03476947
  0.03541696  0.0350788   0.03546272  0.03409091  0.0355488   0.034381
  0.03558986  0.03517003  0.03539484  0.03494647  0.035041    0.0346027
  0.03437365  0.03471339  0.03509799  0.03454486  0.03546537  0.03569871
  0.03487384  0.03513612  0.03529218  0.03470311  0.03559632  0.03475507
  0.03442009  0.03404544  0.03491835  0.03583247  0.03530199  0.03505511
  0.03601676  0.03368955  0.03542143  0.03456606  0.03454637  0.03477205
  0.03608884  0.03565041  0.0355842   0.03543387  0.0347267   0.0351039
  0.03543139  0.03593176  0.03466758  0.03485318  0.03520671  0.03607691
  0.03506279  0.03490065  0.03495394  0.0354404   0.03490194  0.03595075
  0.03507899  0.03550177  0.03553084  0.03528589  0.03401762  0.03396822
  0.03540684  0.0348908   0.03504197  0.03500049  0.03530653  0.03451104
  0.03436037  0.0352427   0.03501717  0.03477343  0.03507931  0.03538387
  0.03518323  0.03536975  0.03487434  0.03534778  0.03521413  0.03660135
  0.03509386  0.03499532  0.03569563  0.03435207  0.03490251  0.03581921
  0.03579687  0.03551763  0.03517148  0.03515349  0.03380128  0.03575692
  0.03471087  0.03506837  0.03445803  0.03438869  0.03521105  0.03501595
  0.03495945  0.03537713  0.03571166  0.03615016  0.03501902  0.03416316
  0.03440833  0.03427121  0.03474172  0.0349028   0.03539086  0.03502179
  0.03518717  0.03516424  0.03529697  0.03328803  0.0358083   0.03479406
  0.03523066  0.03496773  0.0343429   0.03485069  0.03530655  0.03455608
  0.0348799   0.03508136  0.03564062  0.03531808  0.03536639  0.03435294
  0.03530955  0.03480022  0.03395012  0.03443113  0.03543235  0.03581777
  0.03566339  0.03523099  0.03541877  0.03465838  0.03421798  0.03494338
  0.0350456   0.03515791  0.03357736  0.03473418  0.03499719  0.03627502
  0.03539491  0.03455886  0.03508356  0.03546521  0.03505539  0.03487248
  0.03516445  0.03425311  0.0342211   0.03617561  0.03501928  0.03489112
  0.03467922  0.03509662  0.03414301  0.03434142  0.03472188  0.03482265
  0.03506715  0.0355697   0.03562777  0.03606952  0.03406823  0.0345056
  0.03486134  0.03465901  0.03499825  0.03509524  0.03466213  0.03549165
  0.03501507  0.03479428  0.03619478  0.03518428  0.03573056  0.03493932
  0.03535238  0.0350736   0.0353031   0.03409678  0.0353348   0.03571877
  0.0350897   0.03435082  0.03450139  0.03500049  0.03508639  0.03439576
  0.03476423  0.03454977  0.03451811  0.03500847  0.03390394  0.03426256
  0.0356854   0.0358748   0.03540505  0.03475761  0.03365036  0.03491879
  0.03462686  0.0351938   0.03539775  0.03497732  0.03468796  0.03494699
  0.03482936  0.03467882  0.03506465  0.03451872  0.03419077  0.03545116
  0.03615816  0.03522813  0.03525095  0.03469204  0.03396029  0.03521055
  0.03544326  0.03473679  0.03488684  0.0349767   0.03557848  0.03459865
  0.03561464  0.0347449   0.03505722  0.03490061  0.03492801  0.03498053]"
331,resistant,0.250000,10,96,"[ 0.03603034  0.03508498  0.03422788  0.03538734  0.0349743   0.0343435
  0.02350984  0.03530314  0.03378064  0.035843    0.03489127  0.03454512
  0.03566031  0.03426998  0.03597534  0.03655901  0.03398059  0.03549746
  0.03383944  0.03486657  0.03578316  0.03502177  0.03576951  0.03616403
  0.03353827  0.0345434   0.03397004  0.03366879  0.03258083  0.03541102
  0.03568458  0.0364763   0.03515615  0.03441636  0.03512155  0.0352981
  0.03510823  0.04143405  0.03411001  0.03782704  0.03695938  0.03823152
  0.0357312   0.03370558  0.0362907   0.03455696  0.03610359  0.03585282
  0.03712682  0.03429804  0.03434141  0.03517294  0.03541514  0.03573162
  0.03449762  0.03495484  0.0348626   0.03456311  0.03461046  0.03375447
  0.03650152  0.03622493  0.03405385  0.03547493  0.03405882  0.03212497
  0.03395678  0.03556765  0.03510156  0.03445318  0.03511143  0.03568345
  0.03492687  0.03453676  0.03409393  0.03350517  0.03448273  0.03503652
  0.03461979  0.03728551  0.03733628  0.03449084  0.02603629  0.03488013
  0.03532888  0.03242307  0.03412004  0.0371384   0.03455362  0.03484828]"
332,resistant,0.000000,50,1536,[]
333,resistant,0.500000,25,1536,"[ 0.03460436  0.03538371  0.03469958 ...,  0.03482604  0.03472333
  0.03436447]"
334,resistant,0.000010,50,96,[]
335,resistant,1.000000,100,1536,"[ 0.03528882  0.0349919   0.03508088 ...,  0.0348634   0.03521398
  0.0350149 ]"
339,resistant,0.100000,5,1536,"[ 0.02967935  0.03509039  0.03504359  0.03593996  0.03504673  0.03527185
  0.03489353  0.0354807   0.03532491  0.0369139   0.03383565  0.0337803
  0.03445904  0.03705469  0.04116064  0.03450186  0.03523984  0.03567044
  0.03560769  0.03534163  0.03525458  0.03481578  0.03430298  0.0358423
  0.03676114  0.04104158  0.035294    0.03587041  0.03488142  0.03191139
  0.03057369  0.03792795  0.03383217  0.03436914  0.03501418  0.03358339
  0.03452647  0.03766695  0.03337691  0.03478944  0.03386828  0.0349429
  0.03456549  0.03542724  0.03512813  0.03334683  0.03593097  0.03572663
  0.03555387  0.01387028  0.03460698  0.0359638   0.02749639  0.03613406
  0.03308808  0.0342118   0.03799256  0.03422607  0.03339756  0.03183912
  0.03543768  0.03461416  0.03630935  0.03443094  0.03389118  0.03516345
  0.03464799  0.03485683  0.0336252   0.03390729  0.03623308  0.03511841
  0.03581773  0.03427423  0.03340344  0.03852088  0.03498909  0.03630233
  0.03429228  0.03531417  0.03431465  0.03549858  0.03414253  0.03455
  0.03142551  0.03524717  0.03445975  0.03569706  0.03351552  0.03505593
  0.03579092  0.03476001  0.03618336  0.03453054  0.03837011  0.03400183
  0.0329845   0.03639497  0.0335505   0.03554045  0.03545773  0.03519081
  0.03519142  0.03379271  0.0344364   0.03612815  0.03815725  0.03416951
  0.03330055  0.03392146  0.0362017   0.03353299  0.03551865  0.03382062
  0.03522957  0.03498265  0.03526688  0.03275702  0.03434905  0.03847988
  0.03419883  0.03703729  0.03369557  0.03506161  0.0330709   0.03655534
  0.03743028  0.02466366  0.03324819  0.03371777  0.03510245  0.036865
  0.03446825  0.03473837  0.03215433  0.03396849  0.03465605  0.03343399
  0.03300768  0.03585166  0.03494973  0.03368074  0.03660543  0.03730703
  0.03442528  0.03629259  0.03183103  0.03629172  0.03508637  0.03278567
  0.0370972   0.03607713  0.03491464  0.03606573  0.03465076  0.03534619
  0.03471639  0.03569073  0.03671764  0.03638466  0.03446058  0.03535423
  0.03377355  0.03457789  0.03634952  0.03740508  0.03569898  0.03625944
  0.02729468  0.03672659  0.03402104  0.03559466  0.03496597  0.03547922
  0.035845    0.03634126  0.03476666  0.03428873  0.03514638  0.03606572
  0.03191095  0.03560397  0.03424897  0.03443399  0.03433677  0.03466663
  0.03598333  0.03516638  0.03351857  0.03531092  0.02879035  0.03449384
  0.03965578  0.0365398   0.0345341   0.03294669  0.0356633   0.03636119
  0.03535023  0.0342194   0.03423691  0.03430308  0.03595688  0.03637033
  0.03526076  0.04384779  0.03436331  0.03522745  0.03288694  0.03936618
  0.03519382  0.0361684   0.03462051  0.02826839  0.03377804  0.05134902
  0.03501672  0.03558226  0.03459312  0.03545871  0.03647763  0.0367189
  0.03788299  0.03611377  0.04195639  0.03550165  0.02554282  0.03380632
  0.03562114  0.03236544  0.03519544  0.03659586  0.03701639  0.03000328
  0.0354355   0.03480935  0.03268575  0.03372272  0.03588887  0.03701964
  0.03622593  0.03576494  0.0334808   0.03313717  0.03561198  0.03575539
  0.03441064  0.0325624   0.03574926  0.03566436  0.03758999  0.03297035
  0.03474148  0.03635219  0.03629753  0.03716106  0.03473981  0.03458402
  0.03589666  0.03180239  0.03444414  0.03552114  0.0379914   0.03760969
  0.03502003  0.03566506  0.03687343  0.03436582  0.03599966  0.03036171
  0.03384803  0.03475989  0.03547106  0.03564465  0.03021491  0.0349011
  0.03590953  0.03022008  0.03558547  0.03497218  0.03345466  0.03861589
  0.03607258  0.03686212  0.03344541  0.03478941  0.03567181  0.03403134
  0.03363625  0.03708262  0.035335    0.03470071  0.0299904   0.03617586
  0.03615541  0.03478262  0.02988174  0.03500498  0.03570915  0.03535429
  0.0367011   0.03446407  0.03499603  0.0356479   0.03522616  0.03490996
  0.03597178  0.03481568  0.03289799  0.03644355  0.03505707  0.03447154
  0.03559653  0.03507556  0.03448833  0.03466466  0.03386451  0.03208695
  0.03419783  0.03536625  0.03542599  0.03147257  0.03580879  0.03398051
  0.03530741  0.03652909  0.03444075  0.03439077  0.03610402  0.03454758
  0.03691994  0.03552724  0.04943484  0.03682053  0.03907346  0.03470525
  0.03455302  0.03522032  0.03235832  0.03368724  0.03449901  0.03714752
  0.02864613  0.03761227  0.03699965  0.03529924  0.03674555  0.03541607
  0.03517408  0.03399208  0.03586353  0.03606637  0.03261307  0.0333351
  0.03526583  0.03379023  0.0347665   0.03645337  0.03485323  0.0343437
  0.03046402  0.03655017  0.034759    0.03338843  0.0370993   0.03580976
  0.03538187  0.0336951   0.02784124  0.03393444  0.03339604  0.03636314
  0.03411054  0.03396042  0.03626748  0.03598979  0.03602492  0.0288785
  0.03392332  0.03589634  0.03808278  0.03549671  0.03585525  0.01769205
  0.03467064  0.03495207  0.03608098  0.03584047  0.03253644  0.03636948
  0.03590294  0.02708713  0.03507208  0.03387296  0.03307902  0.03529037
  0.03459355  0.03660059  0.03375738  0.03521958  0.03075505  0.03693243
  0.03613037  0.03487836  0.03500966  0.03497161  0.03278186  0.0375036
  0.03487268  0.03347369  0.03448255  0.03558     0.03496788  0.03510106
  0.03663507  0.03474198  0.03415081  0.03514707  0.03484612  0.03482414
  0.03409178  0.03425446  0.03505875  0.03394714  0.03542222  0.03471702
  0.03807286  0.03493011  0.03597775  0.0366422   0.0349747   0.0362034
  0.03568707  0.02936393  0.03490148  0.03619854  0.03554341  0.0403928
  0.03811932  0.03477372  0.03428558  0.03499488  0.03577868  0.0368408
  0.03754379  0.03630306  0.03310038  0.03412543  0.03531899  0.03959824
  0.03450846  0.03419366  0.03355863  0.03535358  0.0323258   0.03471008
  0.03209853  0.03506339  0.03148329  0.03517191  0.03488144  0.02285734
  0.03546288  0.03430516  0.03681688  0.03561063  0.03446012  0.03441635
  0.03310463  0.03697657  0.03425508  0.03529047  0.03629768  0.03534225
  0.03405634  0.03277357  0.03512034  0.03511219  0.03520507  0.0360929
  0.03751334  0.03434064  0.0344685   0.03579082  0.0348189   0.03424513
  0.03410776  0.03491567  0.03479181  0.03512909  0.03352156  0.01970278
  0.03552883  0.04551433  0.03604448  0.0349329   0.03359464  0.0359545
  0.03746862  0.03356519  0.03530203  0.03578803  0.03397237  0.03401443
  0.03440215  0.03438752  0.02968093  0.03714782  0.03535071  0.03625978
  0.03449287  0.03464372  0.03314724  0.03643554]"
